time,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
0.317000,-0.511880,-0.503750,0.838675,0.999924,0.004776,-0.011320,0.001026,
0.318000,-0.511868,-0.503746,0.838512,0.999924,0.004776,-0.011320,0.001026,
0.318000,-0.511855,-0.503742,0.838350,0.999924,0.004776,-0.011320,0.001026,
0.320000,-0.511843,-0.503738,0.838188,0.999924,0.004776,-0.011320,0.001026,
0.322000,-0.511831,-0.503734,0.838028,0.999924,0.004776,-0.011320,0.001026,
0.323000,-0.511818,-0.503730,0.837868,0.999924,0.004776,-0.011320,0.001026,
0.323000,-0.511806,-0.503726,0.837709,0.999924,0.004776,-0.011320,0.001026,
0.324000,-0.511794,-0.503722,0.837551,0.999924,0.004776,-0.011320,0.001026,
0.325000,-0.511782,-0.503719,0.837393,0.999924,0.004776,-0.011320,0.001026,
0.326000,-0.511770,-0.503715,0.837236,0.999924,0.004776,-0.011320,0.001026,
0.328000,-0.511757,-0.503711,0.837064,0.999924,0.004776,-0.011320,0.001026,
0.328000,-0.511744,-0.503707,0.836893,0.999924,0.004776,-0.011320,0.001026,
0.328000,-0.511730,-0.503702,0.836723,0.999924,0.004776,-0.011320,0.001026,
0.331000,-0.511717,-0.503698,0.836553,0.999924,0.004776,-0.011320,0.001026,
0.332000,-0.511705,-0.503694,0.836385,0.999924,0.004776,-0.011320,0.001026,
0.333000,-0.511692,-0.503690,0.836217,0.999924,0.004776,-0.011320,0.001026,
0.333000,-0.511679,-0.503686,0.836050,0.999924,0.004776,-0.011320,0.001026,
0.335000,-0.511666,-0.503682,0.835884,0.999924,0.004776,-0.011320,0.001026,
0.335000,-0.511653,-0.503678,0.835718,0.999924,0.004776,-0.011320,0.001026,
0.336000,-0.511641,-0.503674,0.835554,0.999924,0.004776,-0.011320,0.001026,
0.337000,-0.511627,-0.503670,0.835374,0.999924,0.004776,-0.011320,0.001026,
0.338000,-0.511613,-0.503665,0.835194,0.999924,0.004776,-0.011320,0.001026,
0.339000,-0.511599,-0.503661,0.835016,0.999924,0.004776,-0.011320,0.001026,
0.340000,-0.511586,-0.503657,0.834838,0.999924,0.004776,-0.011320,0.001026,
0.341000,-0.511572,-0.503652,0.834661,0.999924,0.004776,-0.011320,0.001026,
0.343000,-0.511559,-0.503648,0.834485,0.999924,0.004776,-0.011320,0.001026,
0.344000,-0.511545,-0.503644,0.834310,0.999924,0.004776,-0.011320,0.001026,
0.344000,-0.511532,-0.503640,0.834136,0.999924,0.004776,-0.011320,0.001026,
0.345000,-0.511518,-0.503636,0.833963,0.999924,0.004776,-0.011320,0.001026,
0.346000,-0.511505,-0.503631,0.833790,0.999924,0.004776,-0.011320,0.001026,
0.347000,-0.511491,-0.503627,0.833602,0.999924,0.004776,-0.011320,0.001026,
0.348000,-0.511476,-0.503622,0.833414,0.999924,0.004776,-0.011320,0.001026,
0.350000,-0.511462,-0.503618,0.833227,0.999924,0.004776,-0.011320,0.001026,
0.351000,-0.511448,-0.503613,0.833041,0.999924,0.004776,-0.011320,0.001026,
0.351000,-0.511433,-0.503609,0.832856,0.999924,0.004776,-0.011320,0.001026,
0.352000,-0.511419,-0.503604,0.832672,0.999924,0.004776,-0.011320,0.001026,
0.353000,-0.511405,-0.503600,0.832489,0.999924,0.004776,-0.011320,0.001026,
0.354000,-0.511391,-0.503595,0.832307,0.999924,0.004776,-0.011320,0.001026,
0.356000,-0.511377,-0.503591,0.832125,0.999924,0.004776,-0.011320,0.001026,
0.357000,-0.511363,-0.503587,0.831945,0.999924,0.004776,-0.011320,0.001026,
0.357000,-0.511348,-0.503582,0.831748,0.999924,0.004776,-0.011320,0.001026,
0.358000,-0.511333,-0.503577,0.831551,0.999924,0.004776,-0.011320,0.001026,
0.358000,-0.511318,-0.503572,0.831356,0.999924,0.004776,-0.011320,0.001026,
0.360000,-0.511303,-0.503568,0.831162,0.999924,0.004776,-0.011320,0.001026,
0.361000,-0.511289,-0.503563,0.830969,0.999924,0.004776,-0.011320,0.001026,
0.362000,-0.511274,-0.503558,0.830776,0.999924,0.004776,-0.011320,0.001026,
0.364000,-0.511259,-0.503554,0.830585,0.999924,0.004776,-0.011320,0.001026,
0.364000,-0.511244,-0.503549,0.830395,0.999924,0.004776,-0.011320,0.001026,
0.365000,-0.511230,-0.503544,0.830205,0.999924,0.004776,-0.011320,0.001026,
0.366000,-0.511215,-0.503540,0.830017,0.999924,0.004776,-0.011320,0.001026,
0.367000,-0.511200,-0.503535,0.829811,0.999924,0.004776,-0.011320,0.001026,
0.368000,-0.511184,-0.503530,0.829606,0.999924,0.004776,-0.011320,0.001026,
0.369000,-0.511168,-0.503525,0.829402,0.999924,0.004776,-0.011320,0.001026,
0.370000,-0.511153,-0.503520,0.829200,0.999924,0.004776,-0.011320,0.001026,
0.372000,-0.511137,-0.503515,0.828998,0.999924,0.004776,-0.011320,0.001026,
0.372000,-0.511122,-0.503510,0.828797,0.999924,0.004776,-0.011320,0.001026,
0.373000,-0.511106,-0.503505,0.828598,0.999924,0.004776,-0.011320,0.001026,
0.374000,-0.511091,-0.503501,0.828399,0.999924,0.004776,-0.011320,0.001026,
0.375000,-0.511076,-0.503496,0.828201,0.999924,0.004776,-0.011320,0.001026,
0.376000,-0.511061,-0.503491,0.828005,0.999924,0.004776,-0.011320,0.001026,
0.377000,-0.511044,-0.503486,0.827790,0.999924,0.004776,-0.011320,0.001026,
0.378000,-0.511028,-0.503481,0.827577,0.999924,0.004776,-0.011320,0.001026,
0.378000,-0.511012,-0.503476,0.827365,0.999924,0.004776,-0.011320,0.001026,
0.381000,-0.510995,-0.503470,0.827154,0.999924,0.004776,-0.011320,0.001026,
0.381000,-0.510979,-0.503465,0.826943,0.999924,0.004776,-0.011320,0.001026,
0.382000,-0.510963,-0.503460,0.826734,0.999924,0.004776,-0.011320,0.001026,
0.383000,-0.510947,-0.503455,0.826526,0.999924,0.004776,-0.011320,0.001026,
0.384000,-0.510931,-0.503450,0.826319,0.999924,0.004776,-0.011320,0.001026,
0.385000,-0.510916,-0.503445,0.826113,0.999924,0.004776,-0.011320,0.001026,
0.386000,-0.510900,-0.503440,0.825908,0.999924,0.004776,-0.011320,0.001026,
0.387000,-0.510884,-0.503435,0.825705,0.999924,0.004776,-0.011320,0.001026,
0.389000,-0.510869,-0.503430,0.825502,0.999924,0.004776,-0.011320,0.001026,
0.390000,-0.510852,-0.503425,0.825281,0.999924,0.004776,-0.011320,0.001026,
0.390000,-0.510835,-0.503420,0.825061,0.999924,0.004776,-0.011320,0.001026,
0.391000,-0.510818,-0.503414,0.824842,0.999924,0.004776,-0.011320,0.001026,
0.393000,-0.510801,-0.503409,0.824624,0.999924,0.004776,-0.011320,0.001026,
0.393000,-0.510785,-0.503404,0.824407,0.999924,0.004776,-0.011320,0.001026,
0.394000,-0.510768,-0.503399,0.824192,0.999924,0.004776,-0.011320,0.001026,
0.395000,-0.510752,-0.503393,0.823977,0.999924,0.004776,-0.011320,0.001026,
0.396000,-0.510735,-0.503388,0.823764,0.999924,0.004776,-0.011320,0.001026,
0.397000,-0.510717,-0.503383,0.823532,0.999924,0.004776,-0.011320,0.001026,
0.399000,-0.510700,-0.503377,0.823301,0.999924,0.004776,-0.011320,0.001026,
0.399000,-0.510682,-0.503371,0.823071,0.999924,0.004776,-0.011320,0.001026,
0.400000,-0.510664,-0.503366,0.822843,0.999924,0.004776,-0.011320,0.001026,
0.402000,-0.510647,-0.503360,0.822615,0.999924,0.004776,-0.011320,0.001026,
0.403000,-0.510630,-0.503355,0.822389,0.999924,0.004776,-0.011320,0.001026,
0.404000,-0.510612,-0.503349,0.822164,0.999924,0.004776,-0.011320,0.001026,
0.405000,-0.510595,-0.503344,0.821940,0.999924,0.004776,-0.011320,0.001026,
0.405000,-0.510578,-0.503339,0.821717,0.999924,0.004776,-0.011320,0.001026,
0.406000,-0.510561,-0.503333,0.821495,0.999924,0.004776,-0.011320,0.001026,
0.408000,-0.510542,-0.503327,0.821254,0.999924,0.004776,-0.011320,0.001026,
0.408000,-0.510524,-0.503322,0.821014,0.999924,0.004776,-0.011320,0.001026,
0.409000,-0.510506,-0.503316,0.820776,0.999924,0.004776,-0.011320,0.001026,
0.411000,-0.510487,-0.503310,0.820538,0.999924,0.004776,-0.011320,0.001026,
0.412000,-0.510469,-0.503304,0.820302,0.999924,0.004776,-0.011320,0.001026,
0.412000,-0.510451,-0.503299,0.820067,0.999924,0.004776,-0.011320,0.001026,
0.413000,-0.510433,-0.503293,0.819834,0.999924,0.004776,-0.011320,0.001026,
0.414000,-0.510415,-0.503287,0.819601,0.999924,0.004776,-0.011320,0.001026,
0.415000,-0.510398,-0.503282,0.819370,0.999924,0.004776,-0.011320,0.001026,
0.416000,-0.510380,-0.503276,0.819139,0.999924,0.004776,-0.011320,0.001026,
0.417000,-0.510361,-0.503270,0.818890,0.999924,0.004776,-0.011320,0.001026,
0.418000,-0.510342,-0.503264,0.818641,0.999924,0.004776,-0.011320,0.001026,
0.419000,-0.510323,-0.503258,0.818394,0.999924,0.004776,-0.011320,0.001026,
0.421000,-0.510304,-0.503252,0.818148,0.999924,0.004776,-0.011320,0.001026,
0.421000,-0.510285,-0.503246,0.817903,0.999924,0.004776,-0.011320,0.001026,
0.422000,-0.510266,-0.503240,0.817660,0.999924,0.004776,-0.011320,0.001026,
0.423000,-0.510248,-0.503234,0.817417,0.999924,0.004776,-0.011320,0.001026,
0.424000,-0.510229,-0.503229,0.817176,0.999924,0.004776,-0.011320,0.001026,
0.425000,-0.510211,-0.503223,0.816936,0.999924,0.004776,-0.011320,0.001026,
0.427000,-0.510192,-0.503217,0.816697,0.999924,0.004776,-0.011320,0.001026,
0.428000,-0.510173,-0.503211,0.816440,0.999924,0.004776,-0.011320,0.001026,
0.428000,-0.510153,-0.503204,0.816183,0.999924,0.004776,-0.011320,0.001026,
0.429000,-0.510133,-0.503198,0.815928,0.999924,0.004776,-0.011320,0.001026,
0.430000,-0.510114,-0.503192,0.815674,0.999924,0.004776,-0.011320,0.001026,
0.431000,-0.510094,-0.503186,0.815421,0.999924,0.004776,-0.011320,0.001026,
0.432000,-0.510075,-0.503180,0.815169,0.999924,0.004776,-0.011320,0.001026,
0.433000,-0.510056,-0.503174,0.814919,0.999924,0.004776,-0.011320,0.001026,
0.434000,-0.510037,-0.503168,0.814670,0.999924,0.004776,-0.011320,0.001026,
0.435000,-0.510018,-0.503162,0.814422,0.999924,0.004776,-0.011320,0.001026,
0.436000,-0.509999,-0.503156,0.814176,0.999924,0.004776,-0.011320,0.001026,
0.437000,-0.509978,-0.503149,0.813911,0.999924,0.004776,-0.011320,0.001026,
0.438000,-0.509958,-0.503143,0.813647,0.999924,0.004776,-0.011320,0.001026,
0.439000,-0.509938,-0.503137,0.813384,0.999924,0.004776,-0.011320,0.001026,
0.440000,-0.509918,-0.503130,0.813123,0.999924,0.004776,-0.011320,0.001026,
0.442000,-0.509898,-0.503124,0.812863,0.999924,0.004776,-0.011320,0.001026,
0.442000,-0.509878,-0.503118,0.812605,0.999924,0.004776,-0.011320,0.001026,
0.443000,-0.509858,-0.503111,0.812347,0.999924,0.004776,-0.011320,0.001026,
0.445000,-0.509839,-0.503105,0.812091,0.999924,0.004776,-0.011320,0.001026,
0.445000,-0.509819,-0.503099,0.811837,0.999924,0.004776,-0.011320,0.001026,
0.446000,-0.509800,-0.503093,0.811583,0.999924,0.004776,-0.011320,0.001026,
0.447000,-0.509780,-0.503087,0.811331,0.999924,0.004776,-0.011320,0.001026,
0.449000,-0.509759,-0.503080,0.811061,0.999924,0.004776,-0.011320,0.001026,
0.449000,-0.509739,-0.503074,0.810792,0.999924,0.004776,-0.011320,0.001026,
0.451000,-0.509718,-0.503067,0.810524,0.999924,0.004776,-0.011320,0.001026,
0.452000,-0.509698,-0.503061,0.810258,0.999924,0.004776,-0.011320,0.001026,
0.453000,-0.509677,-0.503054,0.809993,0.999924,0.004776,-0.011320,0.001026,
0.453000,-0.509657,-0.503048,0.809730,0.999924,0.004776,-0.011320,0.001026,
0.454000,-0.509637,-0.503042,0.809467,0.999924,0.004776,-0.011320,0.001026,
0.455000,-0.509617,-0.503035,0.809206,0.999924,0.004776,-0.011320,0.001026,
0.457000,-0.509597,-0.503029,0.808947,0.999924,0.004776,-0.011320,0.001026,
0.458000,-0.509576,-0.503022,0.808669,0.999924,0.004776,-0.011320,0.001026,
0.458000,-0.509555,-0.503016,0.808394,0.999924,0.004776,-0.011320,0.001026,
0.459000,-0.509533,-0.503009,0.808119,0.999924,0.004776,-0.011320,0.001026,
0.460000,-0.509512,-0.503002,0.807846,0.999924,0.004776,-0.011320,0.001026,
0.462000,-0.509492,-0.502996,0.807574,0.999924,0.004776,-0.011320,0.001026,
0.463000,-0.509471,-0.502989,0.807304,0.999924,0.004776,-0.011320,0.001026,
0.464000,-0.509450,-0.502983,0.807035,0.999924,0.004776,-0.011320,0.001026,
0.465000,-0.509430,-0.502976,0.806767,0.999924,0.004776,-0.011320,0.001026,
0.466000,-0.509409,-0.502970,0.806501,0.999924,0.004776,-0.011320,0.001026,
0.466000,-0.509389,-0.502963,0.806236,0.999924,0.004776,-0.011320,0.001026,
0.467000,-0.509367,-0.502956,0.805954,0.999924,0.004776,-0.011320,0.001026,
0.468000,-0.509346,-0.502950,0.805673,0.999924,0.004776,-0.011320,0.001026,
0.470000,-0.509324,-0.502943,0.805394,0.999924,0.004776,-0.011320,0.001026,
0.470000,-0.509303,-0.502936,0.805116,0.999924,0.004776,-0.011320,0.001026,
0.471000,-0.509282,-0.502929,0.804840,0.999924,0.004776,-0.011320,0.001026,
0.473000,-0.509260,-0.502923,0.804565,0.999924,0.004776,-0.011320,0.001026,
0.473000,-0.509239,-0.502916,0.804291,0.999924,0.004776,-0.011320,0.001026,
0.475000,-0.509219,-0.502910,0.804019,0.999924,0.004776,-0.011320,0.001026,
0.475000,-0.509198,-0.502903,0.803748,0.999924,0.004776,-0.011320,0.001026,
0.477000,-0.509177,-0.502896,0.803478,0.999924,0.004776,-0.011320,0.001026,
0.477000,-0.509155,-0.502890,0.803192,0.999924,0.004776,-0.011320,0.001026,
0.478000,-0.509133,-0.502883,0.802908,0.999924,0.004776,-0.011320,0.001026,
0.479000,-0.509111,-0.502876,0.802624,0.999924,0.004776,-0.011320,0.001026,
0.480000,-0.509090,-0.502869,0.802343,0.999924,0.004776,-0.011320,0.001026,
0.481000,-0.509068,-0.502862,0.802062,0.999924,0.004776,-0.011320,0.001026,
0.482000,-0.509047,-0.502855,0.801783,0.999924,0.004776,-0.011320,0.001026,
0.484000,-0.509025,-0.502849,0.801505,0.999924,0.004776,-0.011320,0.001026,
0.485000,-0.509004,-0.502842,0.801229,0.999924,0.004776,-0.011320,0.001026,
0.486000,-0.508983,-0.502835,0.800954,0.999924,0.004776,-0.011320,0.001026,
0.487000,-0.508962,-0.502829,0.800681,0.999924,0.004776,-0.011320,0.001026,
0.487000,-0.508940,-0.502822,0.800391,0.999924,0.004776,-0.011320,0.001026,
0.489000,-0.508918,-0.502815,0.800103,0.999924,0.004776,-0.011320,0.001026,
0.489000,-0.508896,-0.502808,0.799817,0.999924,0.004776,-0.011320,0.001026,
0.490000,-0.508874,-0.502801,0.799532,0.999924,0.004776,-0.011320,0.001026,
0.492000,-0.508852,-0.502794,0.799248,0.999924,0.004776,-0.011320,0.001026,
0.492000,-0.508830,-0.502787,0.798966,0.999924,0.004776,-0.011320,0.001026,
0.493000,-0.508809,-0.502780,0.798685,0.999924,0.004776,-0.011320,0.001026,
0.494000,-0.508787,-0.502773,0.798405,0.999924,0.004776,-0.011320,0.001026,
0.495000,-0.508766,-0.502767,0.798127,0.999924,0.004776,-0.011320,0.001026,
0.496000,-0.508745,-0.502760,0.797850,0.999924,0.004776,-0.011320,0.001026,
0.498000,-0.508722,-0.502753,0.797558,0.999924,0.004776,-0.011320,0.001026,
0.498000,-0.508700,-0.502746,0.797267,0.999924,0.004776,-0.011320,0.001026,
0.500000,-0.508678,-0.502739,0.796978,0.999924,0.004776,-0.011320,0.001026,
0.501000,-0.508656,-0.502732,0.796690,0.999924,0.004776,-0.011320,0.001026,
0.501000,-0.508634,-0.502725,0.796404,0.999924,0.004776,-0.011320,0.001026,
0.502000,-0.508612,-0.502718,0.796119,0.999924,0.004776,-0.011320,0.001026,
0.504000,-0.508590,-0.502711,0.795835,0.999924,0.004776,-0.011320,0.001026,
0.504000,-0.508568,-0.502704,0.795553,0.999924,0.004776,-0.011320,0.001026,
0.504000,-0.508547,-0.502698,0.795273,0.999924,0.004776,-0.011320,0.001026,
0.506000,-0.508525,-0.502691,0.794993,0.999924,0.004776,-0.011320,0.001026,
0.507000,-0.508503,-0.502684,0.794699,0.999924,0.004776,-0.011320,0.001026,
0.509000,-0.508480,-0.502677,0.794406,0.999924,0.004776,-0.011320,0.001026,
0.509000,-0.508458,-0.502669,0.794115,0.999924,0.004776,-0.011320,0.001026,
0.510000,-0.508436,-0.502662,0.793825,0.999924,0.004776,-0.011320,0.001026,
0.512000,-0.508413,-0.502655,0.793537,0.999924,0.004776,-0.011320,0.001026,
0.512000,-0.508391,-0.502649,0.793250,0.999924,0.004776,-0.011320,0.001026,
0.513000,-0.508369,-0.502642,0.792964,0.999924,0.004776,-0.011320,0.001026,
0.514000,-0.508348,-0.502635,0.792680,0.999924,0.004776,-0.011320,0.001026,
0.515000,-0.508326,-0.502628,0.792397,0.999924,0.004776,-0.011320,0.001026,
0.516000,-0.508304,-0.502621,0.792116,0.999924,0.004776,-0.011320,0.001026,
0.517000,-0.508282,-0.502614,0.791820,0.999924,0.004776,-0.011320,0.001026,
0.518000,-0.508259,-0.502607,0.791526,0.999924,0.004776,-0.011320,0.001026,
0.519000,-0.508236,-0.502600,0.791233,0.999924,0.004776,-0.011320,0.001026,
0.520000,-0.508214,-0.502593,0.790942,0.999924,0.004776,-0.011320,0.001026,
0.521000,-0.508192,-0.502586,0.790652,0.999924,0.004776,-0.011320,0.001026,
0.523000,-0.508170,-0.502579,0.790363,0.999924,0.004776,-0.011320,0.001026,
0.523000,-0.508148,-0.502572,0.790076,0.999924,0.004776,-0.011320,0.001026,
0.524000,-0.508126,-0.502565,0.789791,0.999924,0.004776,-0.011320,0.001026,
0.525000,-0.508104,-0.502558,0.789507,0.999924,0.004776,-0.011320,0.001026,
0.526000,-0.508082,-0.502551,0.789224,0.999924,0.004776,-0.011320,0.001026,
0.527000,-0.508059,-0.502544,0.788927,0.999924,0.004776,-0.011320,0.001026,
0.528000,-0.508037,-0.502537,0.788632,0.999924,0.004776,-0.011320,0.001026,
0.529000,-0.508014,-0.502529,0.788338,0.999924,0.004776,-0.011320,0.001026,
0.530000,-0.507992,-0.502522,0.788046,0.999924,0.004776,-0.011320,0.001026,
0.531000,-0.507969,-0.502515,0.787755,0.999924,0.004776,-0.011320,0.001026,
0.532000,-0.507947,-0.502508,0.787466,0.999924,0.004776,-0.011320,0.001026,
0.533000,-0.507925,-0.502501,0.787178,0.999924,0.004776,-0.011320,0.001026,
0.534000,-0.507903,-0.502494,0.786892,0.999924,0.004776,-0.011320,0.001026,
0.535000,-0.507881,-0.502487,0.786607,0.999924,0.004776,-0.011320,0.001026,
0.536000,-0.507859,-0.502481,0.786323,0.999924,0.004776,-0.011320,0.001026,
0.538000,-0.507837,-0.502473,0.786026,0.999924,0.004776,-0.011320,0.001026,
0.538000,-0.507814,-0.502466,0.785730,0.999924,0.004776,-0.011320,0.001026,
0.540000,-0.507791,-0.502459,0.785436,0.999924,0.004776,-0.011320,0.001026,
0.540000,-0.507769,-0.502452,0.785144,0.999924,0.004776,-0.011320,0.001026,
0.541000,-0.507746,-0.502445,0.784853,0.999924,0.004776,-0.011320,0.001026,
0.542000,-0.507724,-0.502438,0.784563,0.999924,0.004776,-0.011320,0.001026,
0.544000,-0.507702,-0.502431,0.784275,0.999924,0.004776,-0.011320,0.001026,
0.545000,-0.507680,-0.502424,0.783988,0.999924,0.004776,-0.011320,0.001026,
0.546000,-0.507658,-0.502417,0.783703,0.999924,0.004776,-0.011320,0.001026,
0.547000,-0.507636,-0.502410,0.783419,0.999924,0.004776,-0.011320,0.001026,
0.548000,-0.507613,-0.502403,0.783122,0.999924,0.004776,-0.011320,0.001026,
0.548000,-0.507591,-0.502396,0.782826,0.999924,0.004776,-0.011320,0.001026,
0.549000,-0.507568,-0.502389,0.782532,0.999924,0.004776,-0.011320,0.001026,
0.550000,-0.507546,-0.502382,0.782240,0.999924,0.004776,-0.011320,0.001026,
0.551000,-0.507523,-0.502375,0.781949,0.999924,0.004776,-0.011320,0.001026,
0.552000,-0.507501,-0.502368,0.781659,0.999924,0.004776,-0.011320,0.001026,
0.554000,-0.507479,-0.502361,0.781371,0.999924,0.004776,-0.011320,0.001026,
0.554000,-0.507457,-0.502354,0.781085,0.999924,0.004776,-0.011320,0.001026,
0.556000,-0.507435,-0.502347,0.780799,0.999924,0.004776,-0.011320,0.001026,
0.556000,-0.507413,-0.502340,0.780516,0.999924,0.004776,-0.011320,0.001026,
0.557000,-0.507391,-0.502333,0.780219,0.999924,0.004776,-0.011320,0.001026,
0.558000,-0.507368,-0.502325,0.779925,0.999924,0.004776,-0.011320,0.001026,
0.559000,-0.507345,-0.502318,0.779631,0.999924,0.004776,-0.011320,0.001026,
0.560000,-0.507323,-0.502311,0.779339,0.999924,0.004776,-0.011320,0.001026,
0.561000,-0.507301,-0.502304,0.779049,0.999924,0.004776,-0.011320,0.001026,
0.562000,-0.507278,-0.502297,0.778760,0.999924,0.004776,-0.011320,0.001026,
0.563000,-0.507256,-0.502290,0.778473,0.999924,0.004776,-0.011320,0.001026,
0.564000,-0.507234,-0.502283,0.778187,0.999924,0.004776,-0.011320,0.001026,
0.565000,-0.507213,-0.502276,0.777902,0.999924,0.004776,-0.011320,0.001026,
0.566000,-0.507191,-0.502270,0.777619,0.999924,0.004776,-0.011320,0.001026,
0.568000,-0.507169,-0.502263,0.777337,0.999924,0.004776,-0.011320,0.001026,
0.568000,-0.507147,-0.502256,0.777043,0.999924,0.004776,-0.011320,0.001026,
0.569000,-0.507124,-0.502249,0.776751,0.999924,0.004776,-0.011320,0.001026,
0.570000,-0.507102,-0.502241,0.776460,0.999924,0.004776,-0.011320,0.001026,
0.571000,-0.507080,-0.502234,0.776171,0.999924,0.004776,-0.011320,0.001026,
0.572000,-0.507057,-0.502227,0.775883,0.999924,0.004776,-0.011320,0.001026,
0.573000,-0.507035,-0.502221,0.775596,0.999924,0.004776,-0.011320,0.001026,
0.575000,-0.507014,-0.502214,0.775311,0.999924,0.004776,-0.011320,0.001026,
0.575000,-0.506992,-0.502207,0.775028,0.999924,0.004776,-0.011320,0.001026,
0.576000,-0.506970,-0.502200,0.774746,0.999924,0.004776,-0.011320,0.001026,
0.577000,-0.506948,-0.502193,0.774452,0.999924,0.004776,-0.011320,0.001026,
0.578000,-0.506925,-0.502186,0.774160,0.999924,0.004776,-0.011320,0.001026,
0.578000,-0.506903,-0.502179,0.773869,0.999924,0.004776,-0.011320,0.001026,
0.580000,-0.506881,-0.502172,0.773580,0.999924,0.004776,-0.011320,0.001026,
0.581000,-0.506858,-0.502165,0.773292,0.999924,0.004776,-0.011320,0.001026,
0.582000,-0.506836,-0.502158,0.773005,0.999924,0.004776,-0.011320,0.001026,
0.583000,-0.506815,-0.502151,0.772720,0.999924,0.004776,-0.011320,0.001026,
0.584000,-0.506793,-0.502144,0.772437,0.999924,0.004776,-0.011320,0.001026,
0.586000,-0.506771,-0.502137,0.772155,0.999924,0.004776,-0.011320,0.001026,
0.587000,-0.506750,-0.502130,0.771874,0.999924,0.004776,-0.011320,0.001026,
0.587000,-0.506727,-0.502123,0.771582,0.999924,0.004776,-0.011320,0.001026,
0.588000,-0.506705,-0.502116,0.771292,0.999924,0.004776,-0.011320,0.001026,
0.589000,-0.506683,-0.502109,0.771003,0.999924,0.004776,-0.011320,0.001026,
0.590000,-0.506661,-0.502102,0.770716,0.999924,0.004776,-0.011320,0.001026,
0.591000,-0.506639,-0.502095,0.770430,0.999924,0.004776,-0.011320,0.001026,
0.592000,-0.506617,-0.502088,0.770146,0.999924,0.004776,-0.011320,0.001026,
0.593000,-0.506595,-0.502082,0.769863,0.999924,0.004776,-0.011320,0.001026,
0.594000,-0.506573,-0.502075,0.769581,0.999924,0.004776,-0.011320,0.001026,
0.595000,-0.506552,-0.502068,0.769301,0.999924,0.004776,-0.011320,0.001026,
0.596000,-0.506530,-0.502061,0.769022,0.999924,0.004776,-0.011320,0.001026,
0.597000,-0.506508,-0.502054,0.768733,0.999924,0.004776,-0.011320,0.001026,
0.598000,-0.506486,-0.502047,0.768445,0.999924,0.004776,-0.011320,0.001026,
0.598000,-0.506464,-0.502040,0.768158,0.999924,0.004776,-0.011320,0.001026,
0.600000,-0.506442,-0.502033,0.767873,0.999924,0.004776,-0.011320,0.001026,
0.602000,-0.506420,-0.502026,0.767590,0.999924,0.004776,-0.011320,0.001026,
0.602000,-0.506399,-0.502020,0.767308,0.999924,0.004776,-0.011320,0.001026,
0.603000,-0.506377,-0.502013,0.767027,0.999924,0.004776,-0.011320,0.001026,
0.604000,-0.506356,-0.502006,0.766748,0.999924,0.004776,-0.011320,0.001026,
0.605000,-0.506334,-0.501999,0.766470,0.999924,0.004776,-0.011320,0.001026,
0.606000,-0.506313,-0.501993,0.766193,0.999924,0.004776,-0.011320,0.001026,
0.607000,-0.506291,-0.501986,0.765906,0.999924,0.004776,-0.011320,0.001026,
0.608000,-0.506269,-0.501979,0.765621,0.999924,0.004776,-0.011320,0.001026,
0.609000,-0.506247,-0.501972,0.765338,0.999924,0.004776,-0.011320,0.001026,
0.610000,-0.506226,-0.501965,0.765055,0.999924,0.004776,-0.011320,0.001026,
0.611000,-0.506204,-0.501958,0.764774,0.999924,0.004776,-0.011320,0.001026,
0.612000,-0.506183,-0.501951,0.764495,0.999924,0.004776,-0.011320,0.001026,
0.613000,-0.506161,-0.501945,0.764217,0.999924,0.004776,-0.011320,0.001026,
0.614000,-0.506140,-0.501938,0.763940,0.999924,0.004776,-0.011320,0.001026,
0.616000,-0.506119,-0.501931,0.763665,0.999924,0.004776,-0.011320,0.001026,
0.617000,-0.506098,-0.501925,0.763391,0.999924,0.004776,-0.011320,0.001026,
0.618000,-0.506076,-0.501918,0.763108,0.999924,0.004776,-0.011320,0.001026,
0.618000,-0.506055,-0.501911,0.762826,0.999924,0.004776,-0.011320,0.001026,
0.619000,-0.506033,-0.501904,0.762545,0.999924,0.004776,-0.011320,0.001026,
0.620000,-0.506012,-0.501897,0.762266,0.999924,0.004776,-0.011320,0.001026,
0.621000,-0.505990,-0.501891,0.761988,0.999924,0.004776,-0.011320,0.001026,
0.622000,-0.505969,-0.501884,0.761712,0.999924,0.004776,-0.011320,0.001026,
0.624000,-0.505948,-0.501877,0.761437,0.999924,0.004776,-0.011320,0.001026,
0.624000,-0.505927,-0.501871,0.761163,0.999924,0.004776,-0.011320,0.001026,
0.625000,-0.505906,-0.501864,0.760891,0.999924,0.004776,-0.011320,0.001026,
0.627000,-0.505885,-0.501857,0.760620,0.999924,0.004776,-0.011320,0.001026,
0.627000,-0.505864,-0.501851,0.760340,0.999924,0.004776,-0.011320,0.001026,
0.628000,-0.505842,-0.501844,0.760061,0.999924,0.004776,-0.011320,0.001026,
0.628000,-0.505821,-0.501837,0.759784,0.999924,0.004776,-0.011320,0.001026,
0.630000,-0.505800,-0.501831,0.759508,0.999924,0.004776,-0.011320,0.001026,
0.632000,-0.505779,-0.501824,0.759234,0.999924,0.004776,-0.011320,0.001026,
0.632000,-0.505758,-0.501817,0.758961,0.999924,0.004776,-0.011320,0.001026,
0.634000,-0.505737,-0.501811,0.758689,0.999924,0.004776,-0.011320,0.001026,
