time,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,position_d_x,position_d_y,position_d_z,orientation_d_x,orientation_d_y,orientation_d_z,orientation_d_w,translational_stiffness,rotational_stiffness,nullspace_stiffness,velocity,f_x,f_y,f_z,tau_x,tau_x,tau_z,joint1,joint2,joint3,joint4,joint5,joint6,joint7
0.000000,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,200.000000,100.000000,0.000000,0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.538603,0.376418,0.184584,-0.832031,0.166288,0.901573,0.771541
0.001000,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,200.000000,100.000000,0.000000,0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.538603,0.376418,0.184584,-0.832031,0.166288,0.901573,0.771541
0.001000,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,200.000000,100.000000,0.000000,0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.538603,0.376418,0.184584,-0.832031,0.166288,0.901573,0.771541
0.003000,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,200.000000,100.000000,0.000000,0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.538603,0.376418,0.184584,-0.832031,0.166288,0.901573,0.771541
0.004000,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,200.000000,100.000000,0.000000,0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.538603,0.376418,0.184584,-0.832031,0.166288,0.901573,0.771541
0.005000,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,200.000000,100.000000,0.000000,0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.538603,0.376418,0.184584,-0.832031,0.166288,0.901573,0.771541
0.006000,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,200.000000,100.000000,0.000000,0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.538603,0.376418,0.184584,-0.832031,0.166288,0.901573,0.771541
0.006000,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,200.000000,100.000000,0.000000,0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.538603,0.376418,0.184584,-0.832031,0.166288,0.901573,0.771541
0.008000,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,200.000000,100.000000,0.000000,0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.538603,0.376418,0.184584,-0.832031,0.166288,0.901573,0.771541
0.008000,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,200.000000,100.000000,0.000000,0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.538603,0.376418,0.184584,-0.832031,0.166288,0.901573,0.771541
0.010000,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,200.000000,100.000000,0.000000,0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.538603,0.376418,0.184584,-0.832031,0.166288,0.901573,0.771541
0.011000,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,200.000000,100.000000,0.000000,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.538603,0.376418,0.184584,-0.832031,0.166288,0.901573,0.771541
0.012000,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,200.000000,100.000000,0.000000,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.538603,0.376418,0.184584,-0.832031,0.166288,0.901573,0.771541
0.013000,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,200.000000,100.000000,0.000000,0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.538603,0.376418,0.184584,-0.832031,0.166288,0.901573,0.771541
0.013000,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,200.000000,100.000000,0.000000,0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.538603,0.376418,0.184584,-0.832031,0.166288,0.901573,0.771541
0.015000,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,200.000000,100.000000,0.000000,0.000038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.538603,0.376418,0.184584,-0.832031,0.166288,0.901573,0.771541
0.015000,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,200.000000,100.000000,0.000000,0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.538603,0.376418,0.184584,-0.832031,0.166288,0.901573,0.771541
0.017000,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,-0.500000,-0.500000,0.800000,0.999924,0.004772,-0.011324,0.001005,200.000000,100.000000,0.000000,0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.538603,0.376418,0.184584,-0.832031,0.166288,0.901573,0.771541
