time,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,position_d_x,position_d_y,position_d_z,orientation_d_x,orientation_d_y,orientation_d_z,orientation_d_w,translational_stiffness,rotational_stiffness,nullspace_stiffness,velocity,f_x,f_y,f_z,tau_x,tau_x,tau_z,joint1,joint2,joint3,joint4,joint5,joint6,joint7
0.000000,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,500.000000,100.000000,0.000000,0.000020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.801055,0.132394,0.464635,-1.565008,0.842991,0.714282,-0.078245
0.001000,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,500.000000,100.000000,0.000000,0.000018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.801055,0.132394,0.464635,-1.565008,0.842991,0.714282,-0.078245
0.002000,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,500.000000,100.000000,0.000000,0.000017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.801055,0.132394,0.464635,-1.565008,0.842991,0.714282,-0.078245
0.003000,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,500.000000,100.000000,0.000000,0.000019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.801055,0.132394,0.464635,-1.565008,0.842991,0.714282,-0.078245
0.004000,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,500.000000,100.000000,0.000000,0.000018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.801055,0.132394,0.464635,-1.565008,0.842991,0.714282,-0.078245
0.005000,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,500.000000,100.000000,0.000000,0.000017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.801055,0.132394,0.464635,-1.565008,0.842991,0.714282,-0.078245
0.006000,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,500.000000,100.000000,0.000000,0.000020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.801055,0.132394,0.464635,-1.565008,0.842991,0.714282,-0.078245
0.007000,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,500.000000,100.000000,0.000000,0.000018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.801055,0.132394,0.464635,-1.565008,0.842991,0.714282,-0.078245
0.008000,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,500.000000,100.000000,0.000000,0.000017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.801055,0.132394,0.464635,-1.565008,0.842991,0.714282,-0.078245
0.009000,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,500.000000,100.000000,0.000000,0.000019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.801055,0.132394,0.464635,-1.565008,0.842991,0.714282,-0.078245
0.010000,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,-0.515855,-0.234333,0.856774,0.999924,0.004815,-0.011323,0.001224,500.000000,100.000000,0.000000,0.000017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.801055,0.132394,0.464635,-1.565008,0.842991,0.714282,-0.078245
